consumption_id,icp_id,retailer_id,connection_group,control_type,expected_price_category_code,region,billing_month,billing_period_start,billing_period_end,icp_days,component_name,expected_quantity,quantity_unit,expected_price_year,effective_from,effective_to,expected_component_code,expected_delivery_price,unit,price_effective_for_period,expected_charge_unrounded,expected_charge_display,data_origin,applied_price_category_code,applied_price_year,system_component_code,system_quantity,system_delivery_price,system_charge_unrounded,injected_exception_type,system_line_id
ICP000004-202602,ICP000004,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,201.341,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,18.32404441,18.32404,Calculated from public prices and simulated quantities,RES,2025,RESCSH,201.341,0.09101,18.32404441,,SYS0000022
ICP000004-202602,ICP000004,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,28.637,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,28.637,0.0,0.0,,SYS0000023
ICP000004-202602,ICP000004,RET003,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,118.651,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,4.64281363,4.64281,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,118.651,0.03913,4.64281363,,SYS0000024
ICP000005-202602,ICP000005,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0000025
ICP000005-202602,ICP000005,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,107.498,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.7750605800000001,0.77506,Calculated from public prices and simulated quantities,RES,2025,RESCOP,107.498,0.00721,0.7750605800000001,,SYS0000026
ICP000005-202602,ICP000005,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,88.882,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,13.87536902,13.87537,Calculated from public prices and simulated quantities,RES,2025,RESCP,88.882,0.15611,13.87536902,,SYS0000027
ICP000005-202602,ICP000005,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,192.013,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,17.47510313,17.4751,Calculated from public prices and simulated quantities,RES,2025,RESCSH,192.013,0.09101,17.47510313,,SYS0000028
ICP000005-202602,ICP000005,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,48.872,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,48.872,0.0,0.0,,SYS0000029
ICP000005-202602,ICP000005,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,156.063,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,6.106745189999999,6.10675,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,156.063,0.03913,6.106745189999999,,SYS0000030
ICP000006-202602,ICP000006,RET005,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RSUUFXD,1.1613,$/con/day,True,32.5164,32.5164,Calculated from public prices and simulated quantities,RSU,2025,RSUUFXD,28.0,1.1613,32.5164,,SYS0000031
ICP000006-202602,ICP000006,RET005,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,90.158,kWh,2025,2025-04-01,2026-03-31,RSUUOP,0.00582,$/kWh,True,0.52471956,0.52472,Calculated from public prices and simulated quantities,RSU,2025,RSUUOP,90.158,0.00582,0.52471956,,SYS0000032
ICP000006-202602,ICP000006,RET005,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,188.172,kWh,2025,2025-04-01,2026-03-31,RSUUP,0.12458,$/kWh,True,23.44246776,23.44247,Calculated from public prices and simulated quantities,RSU,2025,RSUUP,188.172,0.12458,23.44246776,,SYS0000033
ICP000006-202602,ICP000006,RET005,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,85.531,kWh,2025,2025-04-01,2026-03-31,RSUUSH,0.0726,$/kWh,True,6.2095506,6.20955,Calculated from public prices and simulated quantities,RSU,2025,RSUUSH,85.531,0.0726,6.2095506,,SYS0000034
ICP000006-202602,ICP000006,RET005,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,46.457,kWh,2025,2025-04-01,2026-03-31,RSUUSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RSU,2025,RSUUSOP,46.457,0.0,0.0,,SYS0000035
ICP000006-202602,ICP000006,RET005,Residential Standard User,Uncontrolled,RSU,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,104.005,kWh,2025,2025-04-01,2026-03-31,RSUUWKD,0.03109,$/kWh,True,3.2335154499999996,3.23352,Calculated from public prices and simulated quantities,RSU,2025,RSUUWKD,104.005,0.03109,3.2335154499999996,,SYS0000036
ICP000007-202602,ICP000007,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RSCCFXD,1.0191,$/con/day,True,28.534799999999997,28.5348,Calculated from public prices and simulated quantities,RSC,2025,RSCCFXD,28.0,1.0191,28.534799999999997,,SYS0000037
ICP000007-202602,ICP000007,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,51.633,kWh,2025,2025-04-01,2026-03-31,RSCCOP,0.00582,$/kWh,True,0.30050406,0.3005,Calculated from public prices and simulated quantities,RSC,2025,RSCCOP,51.633,0.00582,0.30050406,,SYS0000038
ICP000007-202602,ICP000007,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,213.315,kWh,2025,2025-04-01,2026-03-31,RSCCP,0.12458,$/kWh,True,26.5747827,26.57478,Calculated from public prices and simulated quantities,RSC,2025,RSCCP,213.315,0.12458,26.5747827,,SYS0000039
ICP000007-202602,ICP000007,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,427.126,kWh,2025,2025-04-01,2026-03-31,RSCCSH,0.0726,$/kWh,True,31.0093476,31.00935,Calculated from public prices and simulated quantities,RSC,2025,RSCCSH,427.126,0.0726,31.009347599999998,,SYS0000040
ICP000007-202602,ICP000007,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,88.075,kWh,2025,2025-04-01,2026-03-31,RSCCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RSC,2025,RSCCSOP,88.075,0.0,0.0,,SYS0000041
ICP000007-202602,ICP000007,RET001,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,219.444,kWh,2025,2025-04-01,2026-03-31,RSCCWKD,0.03109,$/kWh,True,6.822513959999999,6.82251,Calculated from public prices and simulated quantities,RSC,2025,RSCCWKD,219.444,0.03109,6.822513959999999,,SYS0000042
ICP000008-202602,ICP000008,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RSCCFXD,1.0191,$/con/day,True,28.534799999999997,28.5348,Calculated from public prices and simulated quantities,RSC,2025,RSCCFXD,28.0,1.0191,28.534799999999997,,SYS0000043
ICP000008-202602,ICP000008,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,123.684,kWh,2025,2025-04-01,2026-03-31,RSCCOP,0.00582,$/kWh,True,0.7198408799999999,0.71984,Calculated from public prices and simulated quantities,RSC,2025,RSCCOP,123.684,0.00582,0.7198408799999999,,SYS0000044
ICP000008-202602,ICP000008,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,92.556,kWh,2025,2025-04-01,2026-03-31,RSCCP,0.12458,$/kWh,True,11.53062648,11.53063,Calculated from public prices and simulated quantities,RSC,2025,RSCCP,92.556,0.12458,11.530626479999999,,SYS0000045
ICP000008-202602,ICP000008,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,202.526,kWh,2025,2025-04-01,2026-03-31,RSCCSH,0.0726,$/kWh,True,14.7033876,14.70339,Calculated from public prices and simulated quantities,RSC,2025,RSCCSH,202.526,0.0726,14.703387600000001,,SYS0000046
ICP000008-202602,ICP000008,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,8.919,kWh,2025,2025-04-01,2026-03-31,RSCCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RSC,2025,RSCCSOP,8.919,0.0,0.0,,SYS0000047
ICP000008-202602,ICP000008,RET002,Residential Standard User,Controlled,RSC,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,277.911,kWh,2025,2025-04-01,2026-03-31,RSCCWKD,0.03109,$/kWh,True,8.64025299,8.64025,Calculated from public prices and simulated quantities,RSC,2025,RSCCWKD,277.911,0.03109,8.64025299,,SYS0000048
ICP000009-202602,ICP000009,RET005,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,URESUFXD,0.75,$/con/day,True,21.0,21.0,Calculated from public prices and simulated quantities,URES,2025,URESUFXD,28.0,0.75,21.0,,SYS0000049
ICP000009-202602,ICP000009,RET005,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,47.542,kWh,2025,2025-04-01,2026-03-31,URESUOP,0.00721,$/kWh,True,0.34277782,0.34278,Calculated from public prices and simulated quantities,URES,2025,URESUOP,47.542,0.00721,0.34277782,,SYS0000050
ICP000009-202602,ICP000009,RET005,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,36.645,kWh,2025,2025-04-01,2026-03-31,URESUP,0.15611,$/kWh,True,5.7206509500000005,5.72065,Calculated from public prices and simulated quantities,URES,2025,URESUP,36.645,0.15611,5.7206509500000005,,SYS0000051
ICP000009-202602,ICP000009,RET005,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,60.761,kWh,2025,2025-04-01,2026-03-31,URESUSH,0.09101,$/kWh,True,5.52985861,5.52986,Calculated from public prices and simulated quantities,URES,2025,URESUSH,60.761,0.09101,5.52985861,,SYS0000052
ICP000009-202602,ICP000009,RET005,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,1.577,kWh,2025,2025-04-01,2026-03-31,URESUSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,URES,2025,URESUSOP,1.577,0.0,0.0,,SYS0000053
ICP000009-202602,ICP000009,RET005,Residential Low User,Uncontrolled,URES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,192.751,kWh,2025,2025-04-01,2026-03-31,URESUWKD,0.03913,$/kWh,True,7.54234663,7.54235,Calculated from public prices and simulated quantities,URES,2025,URESUWKD,192.751,0.03913,7.54234663,,SYS0000054
ICP000010-202602,ICP000010,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0000055
ICP000010-202602,ICP000010,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,97.875,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.70567875,0.70568,Calculated from public prices and simulated quantities,RES,2025,RESCOP,97.875,0.00721,0.70567875,,SYS0000056
ICP000010-202602,ICP000010,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,61.194,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,9.55299534,9.553,Calculated from public prices and simulated quantities,RES,2025,RESCP,61.194,0.15611,9.55299534,,SYS0000057
ICP000010-202602,ICP000010,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,145.286,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,13.22247886,13.22248,Calculated from public prices and simulated quantities,RES,2025,RESCSH,145.286,0.09101,13.222478859999999,,SYS0000058
ICP000010-202602,ICP000010,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,3.077,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,3.077,0.0,0.0,,SYS0000059
ICP000010-202602,ICP000010,RET005,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,232.159,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,9.08438167,9.08438,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,232.159,0.03913,9.084381669999999,,SYS0000060
ICP000011-202602,ICP000011,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0000061
ICP000011-202602,ICP000011,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,60.235,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.43429435,0.43429,Calculated from public prices and simulated quantities,RES,2025,RESCOP,60.235,0.00721,0.43429435,,SYS0000062
ICP000011-202602,ICP000011,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,24.876,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,3.88339236,3.88339,Calculated from public prices and simulated quantities,RES,2025,RESCP,24.876,0.15611,3.88339236,,SYS0000063
ICP000011-202602,ICP000011,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,184.709,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,16.81036609,16.81037,Calculated from public prices and simulated quantities,RES,2025,RESCSH,184.709,0.09101,16.81036609,,SYS0000064
ICP000011-202602,ICP000011,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,9.355,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,9.355,0.0,0.0,,SYS0000065
ICP000011-202602,ICP000011,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,166.121,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,6.50031473,6.50031,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,166.121,0.03913,6.50031473,,SYS0000066
ICP000012-202602,ICP000012,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,RESCFXD,0.6078,$/con/day,True,17.0184,17.0184,Calculated from public prices and simulated quantities,RES,2025,RESCFXD,28.0,0.6078,17.0184,,SYS0000067
ICP000012-202602,ICP000012,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Off Peak,65.504,kWh,2025,2025-04-01,2026-03-31,RESCOP,0.00721,$/kWh,True,0.47228384,0.47228,Calculated from public prices and simulated quantities,RES,2025,RESCOP,65.504,0.00721,0.47228384000000007,,SYS0000068
ICP000012-202602,ICP000012,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Peak,63.97,kWh,2025,2025-04-01,2026-03-31,RESCP,0.15611,$/kWh,True,9.9863567,9.98636,Calculated from public prices and simulated quantities,RES,2025,RESCP,63.97,0.15611,9.9863567,,SYS0000069
ICP000012-202602,ICP000012,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Shoulder,141.446,kWh,2025,2025-04-01,2026-03-31,RESCSH,0.09101,$/kWh,True,12.873000459999998,12.873,Calculated from public prices and simulated quantities,RES,2025,RESCSH,141.446,0.09101,12.873000459999998,,SYS0000070
ICP000012-202602,ICP000012,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Super Off Peak,5.174,kWh,2025,2025-04-01,2026-03-31,RESCSOP,0.0,$/kWh,True,0.0,0.0,Calculated from public prices and simulated quantities,RES,2025,RESCSOP,5.174,0.0,0.0,,SYS0000071
ICP000012-202602,ICP000012,RET001,Residential Low User,Controlled,RES,Christchurch Urban,2026-02,2026-02-01,2026-02-28,28,Weekend,134.313,kWh,2025,2025-04-01,2026-03-31,RESCWKD,0.03913,$/kWh,True,5.255667689999999,5.25567,Calculated from public prices and simulated quantities,RES,2025,RESCWKD,134.313,0.03913,5.255667689999999,,SYS0000072
ICP000013-202602,ICP000013,RET002,Residential Low User,Uncontrolled,URES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,Fixed Daily Charge,28.0,connection days,2025,2025-04-01,2026-03-31,URESUFXD,0.75,$/con/day,True,21.0,21.0,Calculated from public prices and simulated quantities,URES,2025,URESUFXD,28.0,0.75,21.0,,SYS0000073
ICP000013-202602,ICP000013,RET002,Residential Low User,Uncontrolled,URES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,Off Peak,80.965,kWh,2025,2025-04-01,2026-03-31,URESUOP,0.00721,$/kWh,True,0.58375765,0.58376,Calculated from public prices and simulated quantities,URES,2025,URESUOP,80.965,0.00721,0.58375765,,SYS0000074
ICP000013-202602,ICP000013,RET002,Residential Low User,Uncontrolled,URES,Central Canterbury Rural,2026-02,2026-02-01,2026-02-28,28,Peak,29.365,kWh,2025,2025-04-01,2026-03-31,URESUP,0.15611,$/kWh,True,4.584170149999999,4.58417,Calculated from public prices and simulated quantities,URES,2025,URESUP,29.365,0.15611,4.584170149999999,,SYS0000075
